Amphi,Position,Latitude,Longitude,Accuracy_m,Altitude_m
7,1,36.6882998,2.8661795,8.8,181.3
7,1,36.6883013,2.8661773,8.4,181.3
7,1,36.688301,2.8661765,8.1,181.3
7,1,36.6883069,2.8661848,8.0,181.3
7,1,36.6883096,2.8661876,7.9,181.3
7,1,36.6883099,2.8661882,7.8,181.3
7,1,36.6883099,2.8661885,7.7,181.3
7,1,36.6883104,2.8661885,7.9,181.3
7,1,36.6883029,2.866179,8.1,181.3
7,1,36.6883015,2.8661774,7.9,181.3
7,1,36.6882991,2.8661734,8.1,181.1
7,1,36.688298,2.8661723,8.2,181.1
7,1,36.6882975,2.8661719,8.3,181.1
7,1,36.6882959,2.8661715,8.5,181.1
7,1,36.6882948,2.86617,8.8,181.1
7,1,36.6882954,2.86617,9.0,181.5
7,1,36.6882952,2.8661695,9.1,181.5
7,1,36.688294,2.8661686,9.2,181.5
7,1,36.6882939,2.8661688,9.3,181.5
7,1,36.6882932,2.8661689,9.4,181.3
7,1,36.6882887,2.8661678,9.6,181.3
7,1,36.6882866,2.8661674,9.3,181.3
7,1,36.6882854,2.8661675,9.3,181.5
7,1,36.6882853,2.8661707,9.4,181.5
7,1,36.6882855,2.8661721,9.5,181.5
7,1,36.6882884,2.8661857,9.6,181.3
7,1,36.6882917,2.8661922,9.2,181.3
7,1,36.688292,2.8661925,9.2,181.3
7,1,36.6882924,2.8661896,8.8,181.3
7,1,36.6882916,2.8661864,8.6,181.3
7,1,36.6882912,2.8661859,8.5,181.3
7,1,36.6882905,2.8661833,8.2,181.3
7,1,36.6882883,2.8661782,8.0,181.3
7,1,36.6882872,2.8661778,7.9,181.3
7,1,36.688287,2.8661789,7.9,181.3
7,1,36.6882864,2.866183,8.0,181.3
7,1,36.6882863,2.8661852,8.4,181.3
7,1,36.6882863,2.8661854,8.8,181.3
7,1,36.688287,2.8661808,8.8,181.5
7,1,36.6882874,2.8661783,8.8,181.5
7,1,36.6882889,2.866177,9.2,181.3
7,1,36.6882942,2.8661765,9.2,181.3
7,1,36.688295,2.8661738,8.9,181.3
7,1,36.6882978,2.8661809,8.3,181.3
7,1,36.6882973,2.8661834,8.0,181.3
7,1,36.6882956,2.866179,8.0,181.3
7,1,36.688297,2.8661765,7.7,181.3
7,1,36.6882955,2.8661749,7.5,181.5
7,1,36.6882961,2.8661744,7.5,181.5
7,1,36.6882979,2.8661821,7.8,181.3
7,1,36.6882996,2.8661857,8.0,181.3
7,1,36.6883001,2.8661889,8.2,181.3
7,1,36.6882975,2.8661893,8.0,181.3
7,1,36.6882969,2.8661891,7.7,181.3
7,1,36.688297,2.8661911,7.8,181.3
7,1,36.6882982,2.8661926,7.7,181.3
7,1,36.6882967,2.8661911,7.6,181.5
7,1,36.6882939,2.8661908,7.8,181.5
7,1,36.6882956,2.8661839,8.2,181.3
7,1,36.6882966,2.8661808,8.7,181.5
7,1,36.6882937,2.8661816,8.5,181.5
7,1,36.6882923,2.8661813,8.3,181.5
7,1,36.688299,2.8661948,8.0,181.5
7,1,36.6883004,2.8661964,7.8,181.5
7,1,36.6883021,2.8662016,8.3,181.5
7,1,36.6883037,2.8662003,8.1,181.5
7,1,36.688304,2.8662002,8.2,181.5
7,1,36.6883072,2.8662006,8.7,181.3
7,1,36.6883119,2.8661998,9.1,181.3
7,1,36.6883105,2.8661977,8.9,181.3
7,1,36.6883102,2.8661966,8.9,181.3
7,1,36.6883124,2.8661935,9.5,181.3
7,1,36.6883145,2.8661907,12.4,181.3
7,1,36.688315,2.8661894,11.9,181.3
7,1,36.6883129,2.8661954,9.5,181.3
7,1,36.6883147,2.8661978,8.5,181.3
7,1,36.6883128,2.866198,8.3,181.3
7,1,36.6883075,2.866193,7.9,181.3
7,2,36.6883044,2.866198,7.4,181.3
7,2,36.6883053,2.8661992,7.4,181.3
7,2,36.6883066,2.8662007,7.4,181.3
7,2,36.6883071,2.8662012,7.6,181.5
7,2,36.6883071,2.8661996,7.8,181.5
7,2,36.6883093,2.866203,8.3,181.3
7,2,36.6883083,2.8662053,8.2,181.3
7,2,36.6883078,2.8662017,7.9,181.5
7,2,36.6883065,2.8662018,7.8,181.5
7,2,36.688307,2.8662017,7.9,181.5
7,2,36.6883037,2.8662078,8.2,181.5
7,2,36.6883026,2.8662075,8.2,181.5
7,2,36.6883027,2.8662059,8.2,181.5
7,2,36.6883036,2.8662069,8.2,181.5
7,2,36.6883036,2.8662066,8.0,181.5
7,2,36.6883034,2.8662073,8.0,181.5
7,2,36.6883022,2.8662083,8.3,181.5
7,2,36.6883048,2.8662055,8.2,181.5
7,2,36.6883046,2.8662046,7.9,181.5
7,2,36.6883043,2.8662041,8.1,181.3
7,2,36.6883051,2.8662019,8.0,181.3
7,2,36.6883045,2.8662008,7.7,181.3
7,2,36.6883016,2.8662017,8.0,181.5
7,2,36.6883002,2.8661999,8.2,181.3
7,2,36.6882959,2.866195,8.1,181.3
7,2,36.688294,2.8661949,8.1,181.3
7,2,36.6882959,2.8661991,7.6,181.3
7,2,36.6883015,2.866199,7.5,181.3
7,2,36.6883031,2.8662,7.6,181.5
7,2,36.6883027,2.8662013,7.6,181.5
7,2,36.6882999,2.8661971,7.3,181.5
7,2,36.6882997,2.866196,7.1,181.5
7,2,36.6882988,2.8661918,7.0,181.5
7,2,36.6882961,2.866191,7.2,181.3
7,2,36.6882963,2.8661944,7.5,181.3
7,2,36.688299,2.8661961,7.7,181.5
7,2,36.6882983,2.8661853,7.6,181.3
7,2,36.6882981,2.8661838,7.7,181.3
7,2,36.6882991,2.8661859,7.7,181.3
7,2,36.6883003,2.8661876,7.6,181.3
7,2,36.6883008,2.8661854,7.6,181.3
7,2,36.6883007,2.8661872,7.6,181.3
7,2,36.688301,2.8661875,7.4,181.5
7,2,36.6883017,2.8661884,7.6,181.5
7,2,36.6883042,2.8661901,7.7,181.5
7,2,36.6883051,2.8661903,7.9,181.3
7,2,36.6883061,2.8661929,8.0,181.3
7,2,36.6883082,2.8661937,8.1,181.3
7,2,36.6883092,2.8661922,8.6,181.5
7,2,36.688313,2.866192,8.9,181.5
7,2,36.6883131,2.8661902,9.5,181.5
7,2,36.6883151,2.8661968,9.3,181.5
7,2,36.6883151,2.8661974,9.3,181.5
7,2,36.6883161,2.8662056,9.0,181.5
7,2,36.6883121,2.8662078,8.2,181.5
7,2,36.6883061,2.8662026,8.0,181.5
7,2,36.6883056,2.8662041,7.7,181.5
7,2,36.6883083,2.866207,7.5,181.5
7,2,36.6883097,2.8662073,7.6,181.5
7,2,36.6883104,2.866207,7.6,181.5
7,2,36.6883146,2.8662059,8.0,181.3
7,2,36.6883165,2.8662045,8.1,181.3
7,2,36.6883141,2.8662021,7.9,181.3
7,2,36.688309,2.8662018,7.7,181.5
7,2,36.6883077,2.8662013,7.6,181.5
7,2,36.688305,2.8662008,7.5,181.5
7,2,36.688305,2.8662002,7.7,181.3
7,2,36.6883033,2.8662016,8.2,181.3
7,2,36.6883032,2.8662014,8.4,181.3
7,2,36.6883032,2.8662007,8.5,181.5
7,2,36.6882999,2.8661959,8.8,181.5
7,2,36.6882994,2.8661933,9.0,181.5
7,2,36.6883051,2.8661958,8.4,181.3
7,2,36.6883023,2.8661916,7.5,181.3
7,2,36.6883032,2.8661926,7.4,181.3
7,2,36.6883033,2.8661926,7.4,181.3
7,2,36.6883049,2.8661957,7.4,181.3
7,2,36.6883054,2.8661941,7.3,181.5
7,2,36.6883048,2.8661902,7.4,181.5
7,2,36.6883025,2.8661894,7.5,181.3
7,2,36.6883017,2.8661911,7.6,181.3
7,2,36.6883002,2.8661976,8.1,181.3
7,3,36.6883,2.8662018,8.0,181.3
7,3,36.6882993,2.8662019,7.9,181.3
7,3,36.6882975,2.8662018,7.8,181.3
7,3,36.6882959,2.8661989,7.8,181.3
7,3,36.688298,2.8661972,7.9,181.3
7,3,36.6882994,2.8661948,7.9,181.3
7,3,36.6882995,2.8661947,7.9,181.3
7,3,36.6882995,2.8661934,7.9,181.5
7,3,36.6882986,2.8661931,8.0,181.5
7,3,36.6882993,2.8661964,7.9,181.5
7,3,36.6882998,2.8661985,8.0,181.3
7,3,36.6882976,2.8662029,8.1,181.3
7,3,36.6882966,2.8662043,8.5,181.3
7,3,36.6882975,2.8662077,8.4,181.3
7,3,36.6882986,2.866208,8.3,181.3
7,3,36.6882994,2.8662086,8.0,181.3
7,3,36.6883002,2.8662091,7.9,181.3
7,3,36.6883001,2.8662102,8.0,181.3
7,3,36.6883011,2.8662116,8.1,181.3
7,3,36.6883012,2.8662115,8.1,181.5
7,3,36.688301,2.866211,8.1,181.5
7,3,36.6882986,2.8662107,7.6,181.3
7,3,36.6882984,2.8662111,7.4,181.3
7,3,36.6882983,2.8662133,7.4,181.3
7,3,36.6882993,2.8662155,7.4,181.3
7,3,36.6883007,2.866215,7.5,181.3
7,3,36.6883008,2.8662158,7.4,181.3
7,3,36.6883024,2.8662202,7.4,181.3
7,3,36.688303,2.8662225,7.4,181.3
7,3,36.6883023,2.8662238,7.3,181.3
7,3,36.6883005,2.8662251,7.6,181.5
7,3,36.6882975,2.866225,7.6,181.5
7,3,36.6882912,2.8662202,7.6,181.5
7,3,36.6882954,2.8662154,7.5,181.3
7,3,36.6882939,2.8662081,7.7,181.3
7,3,36.6882944,2.8662069,8.2,181.3
7,3,36.6882937,2.8662055,8.1,181.3
7,3,36.6882928,2.8662042,8.2,181.3
7,3,36.6882911,2.8662006,8.4,181.3
7,3,36.68829,2.8662009,8.4,181.5
7,3,36.6882885,2.866194,8.7,181.5
7,3,36.6882884,2.8661925,9.0,181.3
7,3,36.6882922,2.8661912,8.8,181.3
7,3,36.6882946,2.8661886,8.8,181.3
7,3,36.6882941,2.8661887,8.9,181.3
7,3,36.6882939,2.8661865,8.7,181.3
7,3,36.6882937,2.8661803,8.3,181.3
7,3,36.6882973,2.8661805,8.3,181.3
7,3,36.6882997,2.8661789,8.2,181.3
7,3,36.6883013,2.8661795,8.3,181.3
7,3,36.6882989,2.8661834,8.4,181.3
7,3,36.6882981,2.8661869,8.8,181.5
7,3,36.6882974,2.8661897,9.2,181.5
7,3,36.6882974,2.866191,9.5,181.5
7,3,36.6882976,2.8661909,9.5,181.3
7,3,36.6882935,2.8662025,9.4,181.3
7,3,36.6882899,2.8662128,8.9,181.3
7,3,36.6882891,2.8662183,8.9,181.3
7,3,36.6882897,2.8662192,8.8,181.3
7,3,36.6882917,2.8662179,8.9,181.3
7,3,36.6882955,2.8662156,8.4,181.3
7,3,36.6882957,2.8662166,8.2,181.3
7,3,36.6882944,2.866219,8.1,181.3
7,3,36.6882933,2.8662201,8.1,181.3
7,3,36.6882929,2.866219,8.3,181.3
7,3,36.6882916,2.8662205,8.4,181.3
7,3,36.6882921,2.8662191,8.3,181.3
7,3,36.6882926,2.8662194,8.3,181.3
7,3,36.688293,2.8662213,8.3,181.3
7,3,36.6882936,2.866223,8.4,181.3
7,3,36.6882951,2.8662254,8.6,181.3
7,3,36.6882957,2.8662162,9.3,181.5
7,3,36.6882942,2.8662111,9.2,181.5
7,3,36.6882901,2.8661993,8.5,181.3
7,3,36.6882858,2.8661954,8.4,181.3
7,3,36.6882867,2.8661966,8.4,181.3
7,3,36.6882883,2.8662009,8.4,181.3
7,3,36.6882913,2.8662013,8.3,181.3
7,3,36.6882929,2.8661992,7.9,181.3
7,3,36.6882956,2.8661946,8.0,181.3
7,3,36.6882975,2.8661961,7.8,181.3
7,3,36.688304,2.8661958,7.7,181.3
7,3,36.6883055,2.8661959,7.9,181.3
7,3,36.6883085,2.8661912,7.8,181.3
7,3,36.6883088,2.8661912,7.9,181.5
7,3,36.6883116,2.8661893,8.0,181.5
7,3,36.6883117,2.8661882,8.0,181.3
7,3,36.6883128,2.866192,8.3,181.3
7,3,36.6883124,2.8661911,8.4,181.5
7,3,36.6883116,2.8661896,8.4,181.5
7,3,36.688312,2.866186,8.5,181.5
7,3,36.6883127,2.8661849,8.5,181.5
7,3,36.6883165,2.8661911,8.8,181.3
7,3,36.6883196,2.8661921,8.9,181.3
8,1,36.6883377,2.8661514,5.9,176.4
8,1,36.6883376,2.8661527,5.9,176.4
8,1,36.6883373,2.8661524,5.9,176.4
8,1,36.6883369,2.8661522,6.0,176.4
8,1,36.6883349,2.8661507,6.1,181.5
8,1,36.6883347,2.8661504,6.1,181.5
8,1,36.6883345,2.8661503,6.3,176.8
8,1,36.6883331,2.866152,6.1,176.8
8,1,36.6883328,2.8661523,6.1,176.8
8,1,36.6883327,2.8661524,6.0,176.8
8,1,36.6883335,2.8661546,5.6,176.4
8,1,36.6883338,2.866155,5.6,176.4
8,1,36.6883337,2.8661553,5.4,176.4
8,1,36.6883338,2.866156,5.7,176.4
8,1,36.6883326,2.8661556,5.9,176.4
8,1,36.6883323,2.8661533,6.2,176.4
8,1,36.6883328,2.8661547,6.3,176.4
8,1,36.6883347,2.8661538,6.4,176.4
8,1,36.6883325,2.8661541,7.0,176.4
8,1,36.6883293,2.8661525,7.3,176.4
8,1,36.6883286,2.8661483,7.3,176.8
8,1,36.6883279,2.8661454,7.1,176.8
8,1,36.6883256,2.8661452,7.0,176.4
8,1,36.6883255,2.866147,7.2,176.4
8,1,36.6883266,2.8661491,7.4,181.3
8,1,36.6883278,2.8661498,7.7,181.3
8,1,36.6883261,2.8661517,8.0,181.3
8,1,36.6883256,2.8661516,8.1,181.3
8,1,36.6883254,2.8661528,8.2,181.3
8,1,36.6883239,2.8661555,72.9,176.4
8,1,36.6883197,2.8661402,28.2,176.8
8,1,36.6883186,2.8661401,28.5,176.8
8,1,36.6883177,2.8661346,28.5,176.8
8,1,36.6883191,2.8661243,27.9,176.8
8,1,36.6883288,2.8661118,14.1,176.8
8,1,36.6883289,2.8661106,14.2,176.8
8,1,36.6883263,2.8661095,14.2,176.8
8,1,36.6883265,2.8661092,14.3,176.8
8,1,36.6883259,2.8661078,14.4,176.8
8,1,36.6883295,2.866107,13.9,176.4
8,1,36.688329,2.8661084,13.3,176.8
8,1,36.6883287,2.8661116,13.0,176.8
8,1,36.6883285,2.8661175,9.8,176.8
8,1,36.6883268,2.8661144,9.9,176.4
8,1,36.6883269,2.8661137,10.0,176.4
8,1,36.6883274,2.8661125,10.0,181.3
8,1,36.6883244,2.8661233,9.7,181.3
8,1,36.6883212,2.8661279,9.2,176.8
8,1,36.6883213,2.8661315,9.7,176.8
8,1,36.6883213,2.8661348,9.5,176.8
8,1,36.6883204,2.866136,9.4,176.8
8,1,36.6883204,2.8661374,9.4,181.5
8,1,36.688317,2.866138,9.4,181.5
8,1,36.6883134,2.8661354,9.4,176.5
8,1,36.6883127,2.8661331,9.4,176.5
8,1,36.688315,2.8661304,9.6,176.5
8,1,36.6883154,2.8661313,9.8,176.5
8,1,36.6883191,2.8661337,10.0,176.5
8,1,36.6883209,2.8661323,82.5,176.8
8,1,36.6883297,2.8661248,68.4,176.4
8,1,36.6883356,2.8661193,32.2,176.8
8,1,36.6883365,2.8661185,32.3,176.8
8,1,36.6883324,2.8661471,27.9,181.3
8,1,36.6883319,2.866151,23.1,181.3
8,1,36.6883299,2.8661437,17.3,176.8
8,1,36.6883311,2.8661313,14.7,176.8
8,1,36.6883315,2.8661279,12.5,176.4
8,1,36.6883311,2.8661271,12.5,176.4
8,1,36.6883345,2.8661191,12.4,176.4
8,1,36.6883361,2.8661161,12.3,176.4
8,1,36.6883351,2.8661144,12.5,176.4
8,1,36.6883367,2.8661101,12.6,176.4
8,1,36.6883374,2.8661079,12.5,176.4
8,2,36.6883359,2.8661079,12.6,176.4
8,2,36.6883365,2.8661107,12.9,176.5
8,2,36.6883372,2.8661112,12.8,176.5
8,2,36.6883358,2.866111,12.3,176.4
8,2,36.6883376,2.8661117,12.5,176.4
8,2,36.6883363,2.86611,12.8,176.4
8,2,36.6883349,2.8661077,12.7,176.4
8,2,36.688331,2.8661029,12.6,176.4
8,2,36.6883301,2.8661025,12.4,176.8
8,2,36.6883281,2.8661051,11.9,176.8
8,2,36.6883287,2.8661054,11.6,176.8
8,2,36.68833,2.8661056,11.4,176.8
8,2,36.688331,2.866105,11.6,176.8
8,2,36.6883311,2.8661049,11.7,176.8
8,2,36.6883322,2.866107,11.8,176.4
8,2,36.6883351,2.8661074,12.1,176.4
8,2,36.6883351,2.8661071,12.4,176.4
8,2,36.6883344,2.8661081,12.2,176.4
8,2,36.6883323,2.8661081,12.0,176.4
8,2,36.6883311,2.8661084,11.9,176.4
8,2,36.68833,2.8661089,11.6,181.3
8,2,36.6883306,2.8661105,11.5,181.3
8,2,36.6883302,2.8661111,11.5,181.3
8,2,36.6883294,2.8661121,11.5,181.3
8,2,36.6883289,2.8661124,11.5,176.8
8,2,36.688327,2.8661114,11.0,176.8
8,2,36.6883238,2.8661119,10.7,176.8
8,2,36.6883164,2.8661143,10.0,181.1
8,2,36.6883135,2.8661129,9.8,181.1
8,2,36.6883159,2.8661098,9.8,181.3
8,2,36.6883183,2.8661108,10.1,176.4
8,2,36.6883162,2.8661091,10.3,176.4
8,2,36.6883121,2.8661124,10.5,181.5
8,2,36.6883116,2.8661138,10.7,181.5
8,2,36.6883094,2.8661156,11.0,176.8
8,2,36.6883119,2.8661175,10.7,176.8
8,2,36.688314,2.866117,10.2,181.1
8,2,36.6883154,2.8661169,10.7,176.8
8,2,36.6883161,2.8661168,10.5,176.8
8,2,36.6883184,2.8661202,10.3,176.4
8,2,36.6883192,2.8661208,10.4,176.4
8,2,36.6883197,2.8661192,10.7,176.4
8,2,36.688318,2.8661173,10.8,176.4
8,2,36.688316,2.8661168,10.8,176.4
8,2,36.688315,2.866117,10.9,176.4
8,2,36.6883169,2.8661206,10.8,176.4
8,2,36.6883177,2.8661215,10.7,176.4
8,2,36.6883169,2.8661207,10.6,176.4
8,2,36.6883173,2.8661213,10.5,176.8
8,2,36.6883193,2.866125,11.1,176.8
8,2,36.6883197,2.8661263,11.1,176.8
8,2,36.6883198,2.8661264,11.2,176.8
8,2,36.6883203,2.8661292,11.5,181.3
8,2,36.6883232,2.8661381,10.1,181.3
8,2,36.6883229,2.8661388,10.2,176.4
8,2,36.688322,2.8661413,10.2,176.4
8,2,36.6883197,2.8661404,10.3,176.4
8,2,36.6883187,2.8661391,10.4,176.4
8,2,36.6883182,2.8661383,10.5,176.8
8,2,36.6883159,2.8661403,10.5,176.8
8,2,36.6883171,2.8661356,10.2,176.8
8,2,36.6883181,2.8661312,10.1,176.8
8,2,36.6883175,2.8661301,9.9,176.8
8,2,36.6883184,2.8661321,10.0,176.8
8,2,36.6883194,2.8661343,10.2,176.8
8,2,36.6883187,2.866137,77.6,176.4
8,2,36.6883361,2.8661424,41.7,176.8
8,2,36.6883335,2.8661331,77.6,176.4
8,2,36.6883365,2.8661347,53.2,176.8
8,2,36.6883412,2.8661627,16.7,176.4
8,2,36.6883413,2.8661645,16.8,176.4
8,2,36.688345,2.8661726,17.6,176.4
8,2,36.6883439,2.8661812,18.5,176.4
8,3,36.68833,2.8661669,14.8,176.8
8,3,36.6883253,2.8661567,10.4,176.8
8,3,36.6883244,2.8661546,10.5,176.8
8,3,36.6883239,2.8661516,10.4,176.8
8,3,36.6883222,2.866149,10.5,176.8
8,3,36.6883191,2.866152,10.6,181.1
8,3,36.688319,2.8661508,10.7,181.1
8,3,36.6883185,2.8661512,10.9,181.1
8,3,36.6883186,2.8661525,11.1,181.1
8,3,36.6883186,2.8661557,11.6,181.1
8,3,36.6883204,2.8661542,11.8,176.4
8,3,36.6883237,2.8661515,12.0,176.4
8,3,36.6883235,2.8661503,12.3,176.4
8,3,36.6883236,2.8661505,12.3,176.4
8,3,36.6883256,2.8661577,87.6,176.4
8,3,36.6883267,2.8661686,98.4,181.3
8,3,36.6883299,2.8662014,38.2,181.3
8,3,36.6883297,2.8662094,38.6,181.3
8,3,36.6883316,2.8662119,38.1,181.3
8,3,36.6883305,2.8662026,31.7,181.3
8,3,36.6883272,2.8662032,16.3,181.3
8,3,36.6883263,2.8662045,16.3,181.3
8,3,36.6883256,2.8662032,16.0,181.3
8,3,36.6883215,2.8661944,14.4,176.4
8,3,36.6883227,2.8661921,14.2,176.4
8,3,36.688324,2.8661909,14.2,176.8
8,3,36.6883255,2.8661889,14.3,176.8
8,3,36.6883275,2.8661881,14.4,176.8
8,3,36.6883278,2.8661881,14.6,176.8
8,3,36.6883279,2.8661881,14.7,176.8
8,3,36.6883284,2.8661873,14.8,176.8
8,3,36.688328,2.8661871,15.1,176.4
8,3,36.6883291,2.8661845,15.7,176.4
8,3,36.6883299,2.8661854,15.9,176.4
8,3,36.6883301,2.8661872,15.9,176.4
8,3,36.6883317,2.86619,15.8,176.4
8,3,36.6883341,2.8661931,15.5,181.3
8,3,36.6883337,2.8661921,15.4,181.3
8,3,36.6883343,2.866191,15.4,181.3
8,3,36.6883375,2.8661878,15.5,181.3
8,3,36.6883367,2.8661889,15.6,181.3
8,3,36.6883402,2.8661859,15.8,176.4
8,3,36.6883445,2.8661843,15.8,176.4
8,3,36.6883487,2.8661932,15.3,176.4
8,3,36.6883483,2.8661994,15.1,181.3
8,3,36.6883472,2.8662033,15.3,181.3
8,3,36.6883466,2.8662029,15.3,176.8
8,3,36.6883416,2.8662064,15.3,176.8
8,3,36.6883363,2.8662111,15.4,176.4
8,3,36.688333,2.8662082,15.6,176.4
8,3,36.6883328,2.8662073,15.7,176.4
8,3,36.6883293,2.8662035,15.7,176.4
8,3,36.6883267,2.8662045,400.0,176.4
8,3,36.688304,2.8661655,104.1,176.8
8,3,36.6883013,2.8661328,87.6,176.4
8,3,36.6882993,2.8661206,311.4,176.4
8,3,36.6882967,2.866112,110.0,176.4
8,3,36.6882949,2.8661034,334.1,176.4
8,3,36.6883114,2.8661061,92.9,176.4
8,3,36.6883191,2.8661056,122.4,176.4
8,3,36.6883213,2.866102,390.4,176.4
8,3,36.6883091,2.8661104,92.9,176.4
8,3,36.688312,2.8661352,142.5,181.1
8,3,36.6883058,2.8661285,98.4,176.4
8,3,36.688319,2.8661187,104.1,176.8
8,3,36.6883169,2.8661351,35.2,176.8
8,3,36.6883183,2.8661427,33.5,181.3
8,3,36.688321,2.8661431,34.1,176.4
8,3,36.6883178,2.8661418,33.7,176.4
8,3,36.6883167,2.8661393,32.3,176.4
8,3,36.6883167,2.8661354,31.1,181.1
8,3,36.6883156,2.8661407,26.7,181.1
8,3,36.6883141,2.8661428,17.8,181.1
8,3,36.6883111,2.8661446,18.1,181.1
8,3,36.6883137,2.866149,20.4,176.8
8,3,36.6883165,2.8661499,41.6,176.8
